first_delta_u_heating,first_delta_u_screen,first_delta_u_ventilation,hour_of_day,outside_air_dryer,phase_distribution,pulse_window_active,risk_combo_id,step,template_applicable,template_name,ventilation_increase_steps
0.14,-1.0842882147699129e-07,-0.17000001192092895,14.75,True,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,canopy_dew_lt0+dew_or_humidity,635,True,conservative_canopy_dew_warmup,8
0.08000000000000002,-1.0842882147699129e-07,-0.15000001192092893,14.75,True,"{""pulse_window_inactive_warmup_only"": 12}",False,canopy_dew_lt0+dew_or_humidity,635,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-9.128573452699129e-08,-1.1920928910669204e-08,15.0,False,"{""dew_warm_stabilize"": 12}",False,canopy_dew_lt0+dew_or_humidity,636,True,conservative_dew_stabilize,0
0.14,-9.128573452699129e-08,-0.17000001192092895,15.0,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,canopy_dew_lt0+dew_or_humidity,636,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-9.128573452699129e-08,-0.15000001192092893,15.0,False,"{""pulse_window_inactive_warmup_only"": 12}",False,canopy_dew_lt0+dew_or_humidity,636,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-9.576737625138776e-08,-1.1920928910669204e-08,15.25,False,"{""dew_warm_stabilize"": 12}",False,canopy_dew_lt0+dew_or_humidity,637,True,conservative_dew_stabilize,0
0.14,-9.576737625138776e-08,-0.17000001192092895,15.25,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,canopy_dew_lt0+dew_or_humidity,637,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-9.576737625138776e-08,-0.15000001192092893,15.25,False,"{""pulse_window_inactive_warmup_only"": 12}",False,canopy_dew_lt0+dew_or_humidity,637,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-1.0028119135085944e-07,-1.1920928910669204e-08,15.5,False,"{""dew_warm_stabilize"": 12}",False,canopy_dew_lt1+dew_or_humidity,638,True,conservative_dew_stabilize,0
0.14,-1.0028119135085944e-07,-0.17000001192092895,15.5,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,canopy_dew_lt1+dew_or_humidity,638,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-1.0028119135085944e-07,-0.15000001192092893,15.5,False,"{""pulse_window_inactive_warmup_only"": 12}",False,canopy_dew_lt1+dew_or_humidity,638,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-1.0500776426169978e-07,-1.1920928910669204e-08,15.75,False,"{""dew_warm_stabilize"": 12}",False,canopy_dew_lt1+dew_or_humidity,639,True,conservative_dew_stabilize,0
0.14,-1.0500776426169978e-07,-0.17000001192092895,15.75,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,canopy_dew_lt1+dew_or_humidity,639,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-1.0500776426169978e-07,-0.15000001192092893,15.75,False,"{""pulse_window_inactive_warmup_only"": 12}",False,canopy_dew_lt1+dew_or_humidity,639,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-1.0923675830554203e-07,-1.1920928910669204e-08,16.0,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,640,True,conservative_dew_stabilize,0
0.14,-1.0923675830554203e-07,-0.17000001192092895,16.0,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,640,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-1.0923675830554203e-07,-0.17000001192092895,16.0,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,640,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-9.017764313057341e-08,-1.1920928910669204e-08,16.25,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,641,True,conservative_dew_stabilize,0
0.14,-9.017764313057341e-08,-0.17000001192092895,16.25,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,641,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-9.017764313057341e-08,-0.17000001192092895,16.25,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,641,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-7.500517540393048e-08,-1.1920928910669204e-08,16.5,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,642,True,conservative_dew_stabilize,0
0.14,-7.500517540393048e-08,-0.17000001192092895,16.5,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,642,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-7.500517540393048e-08,-0.17000001192092895,16.5,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,642,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-6.238548877490757e-08,-1.1920928910669204e-08,16.75,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,643,True,conservative_dew_stabilize,0
0.14,-6.238548877490757e-08,-0.17000001192092895,16.75,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,643,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-6.238548877490757e-08,-0.17000001192092895,16.75,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,643,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-5.253063051213758e-08,-1.1920928910669204e-08,17.0,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,644,True,conservative_dew_stabilize,0
0.14,-5.253063051213758e-08,-0.17000001192092895,17.0,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,644,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-5.253063051213758e-08,-0.17000001192092895,17.0,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,644,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-5.511031631044716e-08,-1.1920928910669204e-08,17.25,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,645,True,conservative_dew_stabilize,0
0.14,-5.511031631044716e-08,-0.17000001192092895,17.25,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,645,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-5.511031631044716e-08,-0.17000001192092895,17.25,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,645,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-1.1329378821756109e-06,-1.1920928910669204e-08,17.5,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,646,True,conservative_dew_stabilize,0
0.14,-1.1329378821756109e-06,-0.17000001192092895,17.5,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,646,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-1.1329378821756109e-06,-0.17000001192092895,17.5,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,646,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.0022196450736373663,-1.1920928910669204e-08,17.75,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,647,True,conservative_dew_stabilize,0
0.14,-0.0022196450736373663,-0.17000001192092895,17.75,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,647,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-0.0022196450736373663,-0.17000001192092895,17.75,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,647,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,18.0,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,648,True,conservative_dew_stabilize,0
0.14,-0.06,-0.17000001192092895,18.0,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,648,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-0.06,-0.17000001192092895,18.0,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,648,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,18.25,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,649,True,conservative_dew_stabilize,0
0.14000000357627868,-0.06,-0.17000001192092895,18.25,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,649,True,conservative_canopy_dew_warmup,0
0.1600000035762787,-0.06,-0.17000001192092895,18.25,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,649,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,18.5,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,650,True,conservative_dew_stabilize,0
0.14000000357627868,-0.06,-0.17000001192092895,18.5,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,650,True,conservative_canopy_dew_warmup,0
0.1600000035762787,-0.06,-0.17000001192092895,18.5,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,650,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,18.75,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,651,True,conservative_dew_stabilize,0
0.14,-0.06,-0.17000001192092895,18.75,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,651,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-0.06,-0.17000001192092895,18.75,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,651,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,19.0,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,652,True,conservative_dew_stabilize,0
0.14,-0.06,-0.17000001192092895,19.0,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,652,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-0.06,-0.17000001192092895,19.0,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,652,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,19.25,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,653,True,conservative_dew_stabilize,0
0.14,-0.06,-0.17000001192092895,19.25,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,653,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-0.06,-0.17000001192092895,19.25,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,653,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,19.5,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,654,True,conservative_dew_stabilize,0
0.14,-0.06,-0.17000001192092895,19.5,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,654,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-0.06,-0.17000001192092895,19.5,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,654,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,19.75,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,655,True,conservative_dew_stabilize,0
0.14,-0.06,-0.17000001192092895,19.75,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,655,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-0.06,-0.17000001192092895,19.75,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,655,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,20.0,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,656,True,conservative_dew_stabilize,0
0.14000000357627868,-0.06,-0.17000001192092895,20.0,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,656,True,conservative_canopy_dew_warmup,0
0.1600000035762787,-0.06,-0.17000001192092895,20.0,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,656,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,20.25,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,657,True,conservative_dew_stabilize,0
0.14,-0.06,-0.17000001192092895,20.25,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,657,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-0.06,-0.17000001192092895,20.25,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,657,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,20.5,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,658,True,conservative_dew_stabilize,0
0.14,-0.06,-0.17000001192092895,20.5,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,658,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-0.06,-0.17000001192092895,20.5,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,658,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,20.75,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,659,True,conservative_dew_stabilize,0
0.14,-0.06,-0.17000001192092895,20.75,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,659,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-0.06,-0.17000001192092895,20.75,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,659,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,21.0,False,"{""dew_warm_stabilize"": 12}",True,canopy_dew_lt1+dew_or_humidity,660,True,conservative_dew_stabilize,0
0.14,-0.06,-0.17000001192092895,21.0,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",True,canopy_dew_lt1+dew_or_humidity,660,True,conservative_canopy_dew_warmup,0
0.16000000000000003,-0.06,-0.17000001192092895,21.0,False,"{""pulse_heat_screen_slit_before_vent"": 4, ""pulse_vent_after_heat_if_outside_dryer"": 8}",True,canopy_dew_lt1+dew_or_humidity,660,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,21.25,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,661,True,conservative_dew_stabilize,0
0.14,-0.06,-0.17000001192092895,21.25,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,661,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-0.06,-0.15000001192092893,21.25,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,661,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,21.5,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,662,True,conservative_dew_stabilize,0
0.14,-0.06,-0.17000001192092895,21.5,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,662,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-0.06,-0.15000001192092893,21.5,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,662,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-1.1920928910669204e-08,21.75,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,663,True,conservative_dew_stabilize,0
0.14,-0.06,-0.17000001192092895,21.75,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,663,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-0.06,-0.15000001192092893,21.75,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,663,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.149999988079071,22.0,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,664,True,conservative_dew_stabilize,0
0.14,-0.06,-0.2,22.0,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,664,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-0.06,-0.2,22.0,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,664,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.149999988079071,22.25,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,665,True,conservative_dew_stabilize,0
0.14,-0.06,-0.2,22.25,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,665,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-0.06,-0.2,22.25,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,665,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.13000000715255733,22.5,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,666,True,conservative_dew_stabilize,0
0.14000000357627868,-0.06,-0.2,22.5,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,666,True,conservative_canopy_dew_warmup,0
0.09000000357627869,-0.06,-0.2,22.5,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,666,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.13000000715255733,22.75,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,667,True,conservative_dew_stabilize,0
0.14000000357627868,-0.06,-0.2,22.75,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,667,True,conservative_canopy_dew_warmup,0
0.09000000357627869,-0.06,-0.2,22.75,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,667,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.13000000715255733,23.0,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,668,True,conservative_dew_stabilize,0
0.14000000357627868,-0.06,-0.2,23.0,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,668,True,conservative_canopy_dew_warmup,0
0.09000000357627869,-0.06,-0.2,23.0,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,668,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.13000000715255733,23.25,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,669,True,conservative_dew_stabilize,0
0.14000000357627868,-0.06,-0.2,23.25,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,669,True,conservative_canopy_dew_warmup,0
0.09000000357627869,-0.06,-0.2,23.25,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,669,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.13000000715255733,23.5,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,670,True,conservative_dew_stabilize,0
0.14000000357627868,-0.06,-0.2,23.5,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,670,True,conservative_canopy_dew_warmup,0
0.09000000357627869,-0.06,-0.2,23.5,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,670,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.149999988079071,23.75,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,671,True,conservative_dew_stabilize,0
0.14,-0.06,-0.2,23.75,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,671,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-0.06,-0.2,23.75,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,671,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.149999988079071,0.0,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,672,True,conservative_dew_stabilize,0
0.14,-0.06,-0.2,0.0,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,672,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-0.06,-0.2,0.0,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,672,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.149999988079071,0.25,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,673,True,conservative_dew_stabilize,0
0.14,-0.06,-0.2,0.25,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,673,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-0.06,-0.2,0.25,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,673,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.149999988079071,0.5,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,674,True,conservative_dew_stabilize,0
0.14,-0.06,-0.2,0.5,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,674,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-0.06,-0.2,0.5,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,674,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.149999988079071,0.75,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,675,True,conservative_dew_stabilize,0
0.14,-0.06,-0.2,0.75,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,675,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-0.06,-0.2,0.75,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,675,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.149999988079071,1.0,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,676,True,conservative_dew_stabilize,0
0.14,-0.06,-0.2,1.0,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,676,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-0.06,-0.2,1.0,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,676,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.149999988079071,1.25,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,677,True,conservative_dew_stabilize,0
0.14,-0.06,-0.2,1.25,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,677,True,conservative_canopy_dew_warmup,0
0.08000000000000002,-0.06,-0.2,1.25,False,"{""pulse_window_inactive_warmup_only"": 12}",False,dew_or_humidity,677,True,conservative_dew_pulse_heat_then_vent,0
0.09999999999999998,-0.06,-0.149999988079071,1.5,False,"{""dew_warm_stabilize"": 12}",False,dew_or_humidity,678,True,conservative_dew_stabilize,0
0.14,-0.06,-0.2,1.5,False,"{""canopy_post_warmup_vent_if_outside_dryer"": 8, ""canopy_warmup_screen_slit_before_vent"": 4}",False,dew_or_humidity,678,True,conservative_canopy_dew_warmup,0
