active_risk_flags,feasible,first_action_delta_from_reference,primary_risk_family,score_delta_vs_conservative_stabilize,score_delta_vs_zero_bonus_winner,step,template_name,violation_count,violation_field_distribution,violation_reason_distribution,would_beat_zero_bonus_winner
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",dry_vent,0.0,-0.056374999731779285,520,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",dry_vent,-0.04874999999999985,-0.10512499973177913,520,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",dry_vent,-0.05420833333333319,-0.11058333306511248,520,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dry_vent,0.0003749997317792353,-0.05600000000000005,520,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,521,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,521,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",canopy_dew_lt0,-0.04275000022351738,-0.09875000022351743,521,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 5.960464455334602e-09}",canopy_dew_lt0,-0.05045833333333327,-0.10645833333333332,521,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,521,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.019999992847442638}",dry_vent,0.0003749997317792353,-0.05600000000000005,522,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",dry_vent,0.0,-0.056374999731779285,522,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",dry_vent,-0.04874999999999985,-0.10512499973177913,522,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",dry_vent,-0.05420833333333319,-0.11058333306511248,522,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dry_vent,0.0003749997317792353,-0.05600000000000005,522,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,523,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,523,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",canopy_dew_lt0,-0.04275000022351738,-0.09875000022351743,523,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 5.960464455334602e-09}",canopy_dew_lt0,-0.05045833333333327,-0.10645833333333332,523,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,523,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,524,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,524,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",canopy_dew_lt0,-0.04275000022351738,-0.09875000022351743,524,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 5.960464455334602e-09}",canopy_dew_lt0,-0.05045833333333327,-0.10645833333333332,524,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,524,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,525,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,525,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",canopy_dew_lt0,-0.04275000022351738,-0.09875000022351743,525,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 5.960464455334602e-09}",canopy_dew_lt0,-0.05045833333333327,-0.10645833333333332,525,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,525,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,526,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,526,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",canopy_dew_lt0,-0.04275000022351738,-0.09875000022351743,526,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 5.960464455334602e-09}",canopy_dew_lt0,-0.05045833333333327,-0.10645833333333332,526,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,526,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0,-0.05600000000000005,527,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0,-0.05600000000000005,527,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",canopy_dew_lt1,-0.04275000022351738,-0.09875000022351743,527,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 5.960464455334602e-09}",canopy_dew_lt1,-0.05045833333333327,-0.10645833333333332,527,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0,-0.05600000000000005,527,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0,-0.05600000000000005,528,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0,-0.05600000000000005,528,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",canopy_dew_lt1,-0.04462499955296517,-0.10062499955296522,528,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.04999998807907102}",canopy_dew_lt1,-0.05045833333333327,-0.10645833333333332,528,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0,-0.05600000000000005,528,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0,-0.05600000000000005,529,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0,-0.05600000000000005,529,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",canopy_dew_lt1,-0.04275000022351738,-0.09875000022351743,529,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 5.960464455334602e-09}",canopy_dew_lt1,-0.05045833333333327,-0.10645833333333332,529,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0,-0.05600000000000005,529,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.019999992847442638}",dry_vent,0.0003749997317792353,-0.05600000000000005,530,conservative_stabilize_dry,0,{},{},False
"[""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",dry_vent,0.0,-0.056374999731779285,530,conservative_stabilize_high_vpd,0,{},{},False
"[""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",dry_vent,-0.04874999999999985,-0.10512499973177913,530,conservative_stabilize_dew,0,{},{},False
"[""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",dry_vent,-0.05420833333333319,-0.11058333306511248,530,conservative_stabilize_canopy_dew,0,{},{},False
"[""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",dry_vent,0.0003749997317792353,-0.05600000000000005,530,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,531,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,531,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",canopy_dew_lt0,-0.04275000022351738,-0.09875000022351743,531,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 5.960464455334602e-09}",canopy_dew_lt0,-0.05045833333333327,-0.10645833333333332,531,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0,-0.05600000000000005,531,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.019999992847442638}",dry_vent,0.0003749997317792353,-0.05600000000000005,532,conservative_stabilize_dry,0,{},{},False
"[""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",dry_vent,0.0,-0.056374999731779285,532,conservative_stabilize_high_vpd,0,{},{},False
"[""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",dry_vent,-0.04874999999999985,-0.10512499973177913,532,conservative_stabilize_dew,0,{},{},False
"[""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.06, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.06}",dry_vent,-0.05420833333333319,-0.11058333306511248,532,conservative_stabilize_canopy_dew,0,{},{},False
