active_regime,assigned_bonus,assigned_factor,canopy_dew_lt0_factor,canopy_dew_lt1_factor,counterfactual_winner_id,counterfactual_winner_score,dew_or_humidity_factor,dry_or_high_vpd_factor,dry_vent_factor,energy_relief,factor_vector_id,hour_of_day,is_risk,projected_energy_gap,raw_energy_gap,resolved_risk_family,risk_combo_id,runtime_selected_id,step,switch_relative_to_runtime,switch_relative_to_zero_bonus,switch_to_conservative,zero_bonus_winner_id,zero_minus_counterfactual_final_score
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,15.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,157,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,15.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,158,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,15.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,159,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,16.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,160,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,16.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,162,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,16.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,163,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,17.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,164,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,17.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,165,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,17.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,166,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,17.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,167,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,18.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,168,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.044000000357628,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,21.25,False,0.9200000017881393,0.9200000017881393,none,none,previous_plan_prior:previous_shift_all:2,181,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.044000000357628,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,21.5,False,0.9200000017881393,0.9200000017881393,none,none,previous_plan_prior:previous_shift_all:2,182,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.044000000357628,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,22.0,False,0.9200000017881393,0.9200000017881393,none,none,previous_plan_prior:previous_shift_all:2,184,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.08,1.0,1.0,1.0,conservative_prior:conservative_stabilize:5,1.0273750015199183,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,5.0,True,0.1599999964237213,0.1599999964237213,dew_or_humidity,dew_or_humidity,previous_plan_prior:previous_shift_all:2,212,True,True,True,previous_plan_prior:previous_shift_all:2,0.0797499979436399
NORMAL_BALANCED,0.08,1.0,1.0,1.0,conservative_prior:conservative_stabilize:5,1.0273750015199183,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,5.25,True,0.1599999964237213,0.1599999964237213,dew_or_humidity,dew_or_humidity,previous_plan_prior:previous_shift_all:2,213,True,True,True,previous_plan_prior:previous_shift_all:2,0.0797499979436399
NORMAL_BALANCED,0.08,1.0,1.0,1.0,conservative_prior:conservative_stabilize:5,1.0273750015199183,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,5.5,True,0.1599999964237213,0.1599999964237213,dew_or_humidity,dew_or_humidity,previous_plan_prior:previous_shift_all:2,214,True,True,True,previous_plan_prior:previous_shift_all:2,0.0797499979436399
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,7.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,221,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,7.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,223,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,8.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,225,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,8.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,226,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,8.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,227,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,9.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,228,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,9.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,229,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,9.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,230,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,9.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,231,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,10.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,232,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,10.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,233,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,10.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,234,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,10.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,235,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,11.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,236,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,11.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,237,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,11.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,238,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,11.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,239,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,12.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,240,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,12.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,241,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,12.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,242,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,12.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,243,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,13.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,244,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,13.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,245,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,13.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,246,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,13.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,247,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,14.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,248,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,14.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,249,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,14.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,250,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,14.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,251,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,15.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,252,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,15.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,253,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,15.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,254,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,15.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,255,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,16.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,256,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,16.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,257,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,16.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,258,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,16.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,259,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,17.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,260,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,17.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,261,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:4,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,17.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:3,262,True,False,False,previous_plan_prior:hold_all:4,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:4,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,17.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:3,263,True,False,False,previous_plan_prior:hold_all:4,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:4,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,18.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:3,264,True,False,False,previous_plan_prior:hold_all:4,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,18.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,266,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:4,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,18.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:3,267,True,False,False,previous_plan_prior:hold_all:4,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:4,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,19.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:3,268,True,False,False,previous_plan_prior:hold_all:4,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:4,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,19.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:3,269,True,False,False,previous_plan_prior:hold_all:4,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:4,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,21.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:3,277,True,False,False,previous_plan_prior:hold_all:4,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:4,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,21.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:3,278,True,False,False,previous_plan_prior:hold_all:4,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:4,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,21.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:3,279,True,False,False,previous_plan_prior:hold_all:4,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:4,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,22.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:3,280,True,False,False,previous_plan_prior:hold_all:4,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:4,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,22.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:3,281,True,False,False,previous_plan_prior:hold_all:4,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:4,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,6.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:3,314,True,False,False,previous_plan_prior:hold_all:4,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,6.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,315,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,7.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,316,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,7.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,317,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,7.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,318,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,7.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,319,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,8.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,321,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,8.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,323,True,False,False,previous_plan_prior:hold_all:3,0.0
